x,y,id
20.00000000000000,0.0000000000000000,0
19.95191795070000,0.7642256050576215,1
19.90383590140000,1.528451210115243,2
19.85575385210000,2.292676815172847,3
19.73898171215532,3.048227345071584,4
19.59549675918215,3.800404234630729,5
19.45201180620898,4.552581124189876,6
19.26754514182485,5.294234206037290,7
19.03091993564497,6.022493350797046,8
18.79429472946510,6.750752495556801,9
18.54336375724941,7.473347722030704,10
18.21732751334576,8.166207377503873,11
17.89129126944210,8.859067032977043,12
17.56525502553844,9.551926688450214,13
17.16506483496713,10.20402198884541,14
16.75476274257748,10.85055851354817,15
16.34446065018786,11.49709503825090,16
15.88747939830841,12.10971518260645,17
15.39937870676908,12.69972440673053,18
14.91127801522974,13.28973363085463,19
14.40074615943735,13.85867939925753,20
13.84254807960715,14.38286532425297,21
13.28434999977698,14.90705124924838,22
12.72370009306036,15.42827328240032,23
12.10420634106920,15.87836191130856,24
11.48471258907803,16.32845054021680,25
10.86521883708689,16.77853916912502,26
10.20656397284532,17.16692166212097,27
9.535542441577336,17.53581800693408,28
8.864520910309349,17.90471435174719,29
8.173845826125428,18.23184618135790,30
7.461879392949208,18.51373311949936,31
6.749912959772988,18.79562005764082,32
6.032003841748661,19.05921622020411,33
5.290323984331892,19.24964928045473,34
4.548644126915124,19.44008234070534,35
3.806964269498357,19.63051540095595,36
3.048704798628516,19.73404179549784,37
2.289003622241016,19.83001108867376,38
1.529302445853499,19.92598038184967,39
0.7657378185085363,19.96052932739300,40
1.776356839400250e-14,19.96052932739300,41
-0.7657378185085363,19.96052932739300,42
-1.529302445853482,19.92597933513398,43
-2.289003622240981,19.83000713441447,44
-3.048704798628481,19.73403493369495,45
-3.806964269498357,19.63050609681644,46
-4.548644126915073,19.44007594410944,47
-5.290323984331858,19.24964579140242,48
-6.032003841748643,19.05921563869540,49
-6.749912959772988,18.79562005764082,50
-7.461879392949191,18.51373311949937,51
-8.173845826125394,18.23184618135791,52
-8.864520910309349,17.90471435174719,53
-9.535542441577352,17.53581800693406,54
-10.20656397284532,17.16692166212097,55
-10.86521883708686,16.77853847131450,56
-11.48471258907803,16.32844693486236,57
-12.10420634106918,15.87835539841024,58
-12.72370009306032,15.42826386195811,59
-13.28434999977696,14.90704450374655,60
-13.84254807960715,14.38286148629502,61
-14.40074615943735,13.85867846884348,62
-14.91127801522974,13.28973165372498,63
-15.39937870676906,12.69971952205731,64
-15.88747939830840,12.10970739038962,65
-16.34446065018786,11.49708666452534,66
-16.75476274257746,10.85055304736624,67
-17.16506483496711,10.20401943020707,68
-17.56525502553843,9.551926688450230,69
-17.89129126944210,8.859067032977043,70
-18.21732751334575,8.166207377503889,71
-18.54336375724940,7.473347722030736,72
-18.79429472946509,6.750752495556818,73
-19.03091993564497,6.022493350797046,74
-19.26754514182485,5.294234206037307,75
-19.45201180620898,4.552581124189876,76
-19.59549675918214,3.800404234630747,77
-19.73898171215532,3.048227345071584,78
-19.85575385210000,2.292676815172847,79
-19.90383590140000,1.528451210115243,80
-19.95191795070000,0.7642256050576394,81
-20.00000000000000,0.0000000000000000,82
-19.95191795070000,-0.7642286579783536,83
-19.90383590140000,-1.528457315956707,84
-19.85575385210000,-2.292685973935060,85
-19.73898171215532,-3.048235160548658,86
-19.59549675918215,-3.800408997187073,87
-19.45201180620898,-4.552582833825488,88
-19.26754514182485,-5.294234206037292,89
-19.03091993564497,-6.022493350797047,90
-18.79429472946510,-6.750752495556805,91
-18.54336375724941,-7.473348233758365,92
-18.21732751334576,-8.166211087529399,93
-17.89129126944210,-8.859073941300437,94
-17.56525502553844,-9.551936795071473,95
-17.16506483496712,-10.20402966476029,96
-16.75476274257749,-10.85056299116517,97
-16.34446065018786,-11.49709631757005,98
-15.88747939830840,-12.10971518260645,99
-15.39937870676907,-12.69972440673054,100
-14.91127801522974,-13.28973363085462,101
-14.40074615943734,-13.85867939925754,102
-13.84254807960716,-14.38286532425296,103
-13.28434999977698,-14.90705124924839,104
-12.72369996512843,-15.42827328240033,105
-12.10420301483910,-15.87836191130856,106
-11.48470606454977,-16.32845054021679,107
-10.86520911426044,-16.77853916912502,108
-10.20655370340080,-17.16692166212096,109
-9.535532462887396,-17.53581800693407,110
-8.864511222373983,-17.90471435174718,111
-8.173837685003345,-18.23184618135790,112
-7.461874159370723,-18.51373311949936,113
-6.749910633738098,-18.79562005764083,114
-6.032003245702192,-19.05921622020412,115
-5.290320408053104,-19.24964928045473,116
-4.548637570404023,-19.44008234070534,117
-3.806954732754933,-19.63051540095595,118
-3.048697765280239,-19.73404179549784,119
-2.288999569125052,-19.83001108867376,120
-1.529301372969869,-19.92598038184967,121
-0.7657378185085407,-19.96052932739300,122
-4.440892098500626e-15,-19.96052932739300,123
0.7657378185085363,-19.96052932739300,124
1.529302445853504,-19.92597933513398,125
2.289003622240994,-19.83000713441447,126
3.048704798628494,-19.73403493369495,127
3.806964269498331,-19.63050609681644,128
4.548644126915103,-19.44007594410943,129
5.290323984331870,-19.24964579140241,130
6.032003841748643,-19.05921563869540,131
6.749912959772972,-18.79562005764083,132
7.461879392949195,-18.51373311949936,133
8.173845826125410,-18.23184618135791,134
8.864520910309341,-17.90471435174719,135
9.535542441577336,-17.53581800693408,136
10.20656397284532,-17.16692166212097,137
10.86521883708687,-16.77853847131449,138
11.48471258907803,-16.32844693486236,139
12.10420634106919,-15.87835539841022,140
12.72370009306035,-15.42826386195809,141
13.28434999977697,-14.90704450374654,142
13.84254807960715,-14.38286148629502,143
14.40074615943734,-13.85867846884349,144
14.91127801522974,-13.28973165372498,145
15.39937870676907,-12.69971952205730,146
15.88747939830840,-12.10970739038962,147
16.34446181320529,-11.49708666452535,148
16.75476681313852,-10.85055304736620,149
17.16507181307175,-10.20401943020706,150
17.56526421337620,-9.551926688450230,151
17.89129754973626,-8.859067032977059,152
18.21733088609633,-8.166207377503881,153
18.54336422245638,-7.473347722030720,154
18.79429472946509,-6.750749931103138,155
19.03091993564497,-6.022487733422356,156
19.26754514182485,-5.294225535741546,157
19.45201180620898,-4.552572820244657,158
19.59549675918215,-3.800398983606556,159
19.73898171215532,-3.048225146968455,160
19.85575385210000,-2.292676815172873,161
19.90383590140000,-1.528451210115243,162
19.95191795070000,-0.7642256050576305,163
0.0000000000000000,0.0000000000000000,164
0.0004427346676751775,0.002460484914409871,165
0.0009240388718906818,0.005135318895522781,166
0.002027996670775381,0.007862601630618244,167
0.003732057868973646,0.01057700805081221,168
0.005937817251091093,0.01326759148827751,169
0.008651279065227146,0.01589303636730661,170
0.01184208045571502,0.01845847267796354,171
0.01550742208330981,0.02095816503942530,172
0.01964405172953412,0.02340048274336675,173
0.02425976180866218,0.02578933480542115,174
0.02936747285753883,0.02812882736561467,175
0.03498394656446979,0.03042347597056558,176
0.04113081920708319,0.03267308918284396,177
0.04783110562955175,0.03487913936816256,178
0.05511040512442949,0.03704017053710671,179
0.06299565860887343,0.03915324622468128,180
0.07151469083498557,0.04121360486203512,181
0.08069524140971975,0.04321654781480477,182
0.09056504406740368,0.04515476795656112,183
0.1011508076807303,0.04702051371649987,184
0.1124778126476193,0.04880444531431158,185
0.1245690847483771,0.05049696311280286,186
0.1374448948550168,0.05208732262868053,187
0.1511219750134453,0.05356442610459182,188
0.1656128212146953,0.05491656903039008,189
0.1809249422291764,0.05613248285051262,190
0.1970602213026680,0.05720063766998718,191
0.2140141832654562,0.05811032570815660,192
0.2317754172709876,0.05885153041965141,193
0.2503250306242245,0.05941558505186320,194
0.2696362437776511,0.05979515852467869,195
0.2896740908065431,0.05998470344878197,196
0.3103953205029068,0.05998066259920054,197
0.3317483950044012,0.05978170122586893,198
0.3536737595471074,0.05938874329681164,199
0.3761043158457168,0.05880514935859987,200
0.3989660111419634,0.05803653009934782,201
0.4221787095780457,0.05709075598546712,202
0.4456572072274746,0.05597779938099665,203
0.4693124030940611,0.05470942300106307,204
0.4930525964196746,0.05329892118800329,205
0.5167848680454782,0.05176074526250803,206
0.5404164855505578,0.05011031086833802,207
